id,companyName,companies_ID,meanBonus,meanHourly,medianBonus,medianHourly,reportLink,year,meanHourlyPT,medianHourlyPT,meanHourlyTemp,medianHourlyTemp,perBonusFemale,perBonusMale,perBIKFemale,perBIKMale,pb1Female,pb1Male,pb2Female,pb2Male,pb3Female,pb3Male,pb4Female,pb4Male,perEmployeesFemale,perEmployeesMale,comment
47,Autodesk,46,18.8,3.8,-8.5,0.5,https://damassets.autodesk.net/content/dam/autodesk/www/campaigns/emea/docs/Ireland-gender-pay-gap-report-2022.pdf,2022,NULL,NULL,NULL,NULL,88,93.4,100,100,40.3,59.7,53.5,46.5,46.5,53.5,47.1,52.9,NULL,NULL,NULL
48,Aurivo Co-operative Society Ltd,47,5,0.2,0.1,-11,https://www.aurivo.ie/wp-content/uploads/2022/12/Aurivo-2022-Gender-Pay-Gap-.pdf,2022,-7,-5,4,5,57,56,4,4,17,83,10,90,26,74,16,84,17,83,NULL
49,Avaya,48,42.2,22.1,50.6,22.1,https://www.avaya.com/en/documents/avaya-ireland-gender-pay-gap-report-2022.pdf?t=0,2022,48,48,NULL,NULL,76.7,88.6,44.7,51.8,46,54,35,65,20,80,9,91,NULL,NULL,NULL
50,Aviva,49,39.8,26,37.7,28.4,https://static.aviva.io/content/dam/aviva-public/ie/pdfs/gender-pay-gap-report-2022.pdf,2022,72.1,72.5,0.7,-0.2,83.4,86.3,76.2,74.2,62,38,68,32,53,47,38,62,55,45,NULL
51,AWS EMEA SARL (Irish Branch),50,3.6,11.9,19.8,10.3,https://assets.aboutamazon.com/b8/81/2343ec2c4fa3beecdb044628ec97/amazon-gender-pay-gap-report-2022-1.pdf,2022,45.7,45.7,20.5,0,93.4,94.7,88,89.7,35,65,26,74,23,77,15,85,NULL,NULL,NULL
52,BAM Ireland: Building,51,48.5,38.69,61.8,40.99,https://www.bamireland.ie/wp-content/uploads/2022/12/BAM-Ireland-Gender-Pay-Gap-Report-2022.pdf,2022,7.02,-6.57,-0.27,-5.26,29.5,43.8,100,79.6,29.25,70.75,19.81,80.19,3.77,96.23,4.72,95.28,NULL,NULL,NULL
53,BAM Ireland: Civil,52,22,29.2,35.2,29.7,https://www.bamireland.ie/wp-content/uploads/2022/12/BAM-Ireland-Gender-Pay-Gap-Report-2022.pdf,2022,12.1,20.98,29.02,-24.79,25,42.4,98.5,73.4,50,50,38.64,63.16,21.43,78.57,12.28,87.72,NULL,NULL,NULL
54,Bank of America,53,32,19,26,20,https://web.archive.org/web/20230403102926/https://about.bankofamerica.com/content/dam/about/pdfs/BRO-12-22-0021_Ireland%20Gender%20Pay_Secure%2012.13_version%202.pdf,2022,35,48,NULL,NULL,61,67,95,95,51,49,49,51,30,70,35,65,NULL,NULL,NULL
55,Bank of Ireland (exluding subsidiaries),54,NULL,20.5,NULL,17.1,https://personalbanking.bankofireland.com/app/uploads/Final-BOI-Group-ROI-Gender-Pay-Gap-report.pdf,2022,-19.5,-34.8,-3.3,0,NULL,NULL,90.2,90.7,63,37,61,39,60,40,38,62,56,44,NULL
56,Barclays Bank Ireland Plc,55,61.7,33.9,33.3,19.9,https://home.barclays/content/dam/home-barclays/documents/who-we-are/our-strategy/DandI/Barclays%20Ireland%20Gender%20Pay%20Gaps%202022.pdf,2022,NULL,NULL,NULL,NULL,88.2,91.3,100,100,61,39,36,64,43,57,30,70,NULL,NULL,NULL
57,Baxter Healthcare Ireland,56,6.99,10.74,13.73,10.36,https://www.baxterhealthcare.ie/sites/g/files/ebysai1646/files/2022-12/Ireland%20Gender%20Pay%20Gap%20Report%2020221202.pdf,2022,-3.35,-4.54,-0.58,0.54,83.11,83.22,74.72,71.95,60.34,39.66,51.2,48.8,46.15,53.85,37.35,62.65,NULL,NULL,NULL
58,BDO Ireland,57,15,17,0,11,https://web.archive.org/web/20230403100140/https://www.bdo.ie/getattachment/Insights/2022/Gender-Pay-Gap-Report-2022/BDO-Ireland-Gender-Pay-Gap-Report-2022.pdf.aspx,2022,29,8,NULL,NULL,21,27,93,86,49,51,64,36,64,36,42,58,55,45,NULL
59,Beckman Coulter Ireland Inc,58,7.3,-4,18.6,-0.2,https://media.beckmancoulter.com/-/media/diagnostics/corporate/images/diversityinclusion/2021-2022_ireland_gender_pay_report.pdf?rev=727ac64e933f4bfa9b97a5be478e4faa&hash=F8A81C049D38AC2CBEF91FB7961F3500,2022,15.2,12.4,-3.2,-3.8,85.4,81.5,92.3,93.6,55.6,44.4,35.1,64.9,48.1,51.9,41.5,58.5,45.1,54.9,NULL
60,Becton Dickinson Research Centre Ireland Limited,59,1,0,0,0,https://web.archive.org/web/20230831201745/https://www.bd.com/documents/international/corporate/Becton%20Dickinson%20Research%20Centre%20Ireland%20Limited%20Gender%20Pay%20Gap%20Report%202022.pdf,2022,NULL,NULL,NULL,NULL,NULL,NULL,76,81,26,73,41,59,32,68,18,82,30,70,NULL
61,Becton Dickinson: ClearStream Technologies Limited,60,2.8,3.2,8,6.1,https://web.archive.org/web/20230403151443/https://www.bd.com/documents/international/corporate/ClearStream%20Technologies%20Ltd%20Gender%20Pay%20Gap%20Report%202022.pdf,2022,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,43,57,46,54,53,47,67,37,51,49,NULL
62,Bidvest Noonan,61,37.7,10.9,-12,7.7,https://bidvestnoonan.ie/wp-content/uploads/2022/12/Gender-Pay-Gap-2022-IOI.pdf,2022,10.7,5.9,NULL,NULL,1.3,2.2,3.3,0.9,80,20,64,36,35,65,31,69,NULL,NULL,NULL
63,BioMarin,62,27.4,14.7,-6.8,2.6,https://www.biomarin.eu/wp-content/uploads/2022/12/BioMarin-GenderPayGap-Report2022-final-v.pdf,2022,NULL,NULL,NULL,NULL,94.8,91.8,98.3,98.7,51.9,48.1,37.3,62.7,44,56,40.3,59.7,43,57,NULL
64,Blackrock Clinic,63,50.13,16.52,10,1.22,https://www.blackrockhealth.com/sites/default/files/2023-07/dBC113_BCHR_BLACKROCK_CLINIC_gender_pay_report_v6.pdf,2022,23.73,9.41,25.64,14.34,72.41,55.56,0.12,0,67.4,32.6,82.42,17.58,83.15,16.85,64.71,35.29,74,26,NULL
65,BNY Mellon: Fund Services DAC,66,16,12,12,11,https://www.bnymellon.com/content/dam/bnymellon/documents/pdf/emea/bny-mellon-fund-services-ireland-fsi-dac-2022-report.pdf,2022,NULL,NULL,NULL,NULL,83,80,98,96,51,48,45,55,44,56,36,64,NULL,NULL,NULL
66,BNY Mellon: SA/NV Dublin Branch,67,49,25,19,14,https://www.bnymellon.com/content/dam/bnymellon/documents/pdf/emea/bny-mellon-dublin-branch-2022-gender-pay-gap-report.pdf,2022,-115,-115,NULL,NULL,81,75,95,96,60,40,56,44,51,49,42,58,NULL,NULL,NULL
67,Boliden Tara Mines,68,22,20,0,23,https://www.boliden.com/4afe4f/globalassets/operations/mines/tara/boliden-tara-mines-gender-pay-gap-report-2022.pdf,2022,27,28,18,16,89,98,12,4,18,81,10,90,2,98,1,99,8,92,NULL
68,Bord Gais Energy,69,38.1,9.3,8.2,6.4,https://assets-us-01.kc-usercontent.com/7dd6b71d-d672-0004-6a4d-7043e1d0db33/e0f0067d-b15f-4417-83b5-27b8110c1869/Gender%20Pay%20Gap%20Report%20Final.pdf,2022,31.1,56.4,3.8,12.1,93,85,95,86,47,53,40,60,41,59,35,65,NULL,NULL,NULL
69,Bord na Mona,70,-21.5,-10.89,-16.8,-8.2,https://www.bordnamona.ie/wp-content/uploads/2022/12/Bord-an-Mona-Gender-Pay-Gap-2022-Report-2.pdf,2022,-52.78,-44.65,0,0,48.37,39.02,9.77,8.39,21.54,78.46,8.31,91.69,14.15,85.85,22.22,77.78,NULL,NULL,NULL
70,Boston Scientific,71,27.4,12.3,13.9,8.8,https://www.bostonscientific.com/en-EU/about-us/corporate-social-responsibility/people/diversity-and-inclusion/gender-pay-gap-reporting-irl/2022.html,2022,-9.3,-3.5,-4.7,-0.5,86.5,86.5,80,80,50.2,49.8,45.9,54.1,41.7,58.3,34.2,65.8,NULL,NULL,NULL
71,Britvic Ireland,72,-35.4,0.6,-224.5,4.1,https://www.britvic.com/media/uirmrhd1/britvic-ireland-gender-pay-gap-report.pdf,2022,-46.4,-46.4,20.3,26.3,85.1,84.7,4.5,17.4,22.94,77.16,11.11,88.89,15.15,84.85,16,84,16,84,NULL
72,Brown Thomas Arnotts,73,48.5,10.6,23.9,0.2,https://bta.scene7.com/is/content/brownthomas/arnotts/creative-arn/2023-creative-content/wk34/2022-Gender-Pay-Gap-Report-FINAL.pdf,2022,-14.7,-16.4,2.8,-1.5,79.5,71.5,2.2,2.8,69,31,73,27,72,28,69,31,NULL,NULL,NULL
73,BT Communications Ireland Ltd,74,32.9,11.3,10.7,19.7,https://www.btireland.com/docs/default-source/reports-and-policies--responsible-business/bt-ireland-gender-pay-gap-report-2022.pdf?sfvrsn=abf9f864_1/BT-Ireland-Gender-Pay-Gap-Report-2022.pdf,2022,47.9,19,-8.9,-11.8,68.4,79,90,84.2,39.9,60.1,29.1,70.9,29.1,70.9,22.2,77.8,30,70,NULL
74,BWG Foods,75,14.85,13.8,-24.17,-4.2,https://web.archive.org/web/20230927221223/https://www.bwg.ie/bwg-foods-publishes-gender-pay-gap-report-for-2022/,2022,-29.12,-28.98,0,0,38.64,38.38,12.88,18.38,19.08,80.92,24.82,75.18,24.82,75.18,24.82,75.18,NULL,NULL,NULL
75,C&C Group Plc (all legal entities),76,14.5,8.8,0,11.3,https://candcgroupplc.com/wp-content/uploads/2022/12/cc-gender-pay-gap-report-2022.pdf,2022,-44.6,4.2,NULL,NULL,17.9,16.4,26.8,18.7,18.3,81.7,6.3,93.7,4.8,95.2,15,85,11,89,NULL
76,Cairn Homes,77,59.3,20.45,19.3,19.57,https://www.cairnhomes.com/media/m5zay0te/gpg-2022_final.pdf,2022,29.7,54.8,NULL,NULL,98,100,79.5,54.1,42,58,25,75,15,85,20,80,25.7,74.3,NULL
77,Canada Life Group Services,78,58.6,19.8,29.5,15.4,https://assets-eu-01.kc-usercontent.com/ffd8d21b-ebd4-0151-55d5-297335c8f50f/da99f49b-b13c-445b-8de7-ec9d191b1a78/Canada%20Life%20Group%20Services%20Gender%20Pay%20report%202022%20%282%29.pdf,2022,61.7,53.9,10.3,-23.7,89,88.2,14.5,12.7,55.55,49.45,41.76,58.24,37.7,62.3,28.96,71.04,39.73,60.27,NULL
78,Carbery,79,-38,13.7,-83.1,8.7,https://www.carbery.com/wp-content/uploads/2022/12/125.12.22-Gender-Report-2022-Final-2.pdf,2022,-42.2,-32.5,0,100,75.5,65.9,7.8,7.3,39.1,60.9,28.7,71.3,21.8,78.2,27.6,72.4,NULL,NULL,NULL
79,Carlow County Council,80,NULL,6.56,NULL,-8.08,https://web.archive.org/web/20230627021503/https://carlow.ie/wp-content/documents/uploads/Gender%20Pay%20Gap%20Report.pdf,2022,1.03,2.52,-2.09,-11.25,NULL,NULL,NULL,NULL,40.45,59.55,28.09,71.91,51.09,48.91,41.38,58.62,40,60,NULL
80,CarTrawler,81,30,29,31,34,https://corporate.cartrawler.com/wp-content/uploads/2022/12/Gender-Pay-Gap-Report-2022.pdf,2022,-31,-18,-33,-30,81,73,80,83,67,33,59,41,42,58,27,73,NULL,NULL,NULL
81,Cavan County Council,82,NULL,2.01,NULL,-8.31,https://www.cavancoco.ie/news/2022/ccc-gender-pay-gap-report-2022.pdf,2022,-12.94,-10.5,19.94,25.64,NULL,NULL,NULL,NULL,34.62,65.38,28.46,71.54,45.74,54.26,40.77,59.23,38,62,NULL
82,Center Parcs Ireland,83,-13.7,16.4,0,11.4,https://corporate.centerparcs.co.uk/content/dam/corporate/gender-pay-gap-report-2022-ireland.pdf,2022,NULL,NULL,NULL,NULL,10.2,6.1,0.1,0.7,81.8,18.2,63.7,36.3,56,44,51.3,48.7,62.09,37.9,NULL
83,Central Bank of Ireland,84,NULL,4.9,NULL,0.4,https://www.centralbank.ie/docs/default-source/careers/gender-pay-gap-report/gender-pay-gap-report-2022.pdf,2022,24.1,23.8,6.9,0.1,NULL,NULL,20.7,18.2,53,47,51,49,47,53,47,53,35.87,64.12,NULL
84,Central Statistics Office (CSO),85,NULL,8.5,NULL,5.9,https://www.cso.ie/en/media/csoie/releasespublications/documents/corporatepublications/CSO_Gender_Pay_Gap_Report_2022.pdf,2022,1.1,-9.8,5.4,0,NULL,NULL,NULL,NULL,52.9,47.1,60.3,39.7,62.6,37.4,44.1,55.9,55.01,44.98,NULL
85,Chadwicks Group,86,36.78,10.22,-17.46,5.35,https://chadwicksgroup.ie/gender-pay-gap/,2022,-41.89,-45.01,8.34,-2.23,57.72,58.42,48.66,46.09,24.52,75.48,22.65,77.35,16.62,83.38,18.41,81.59,NULL,NULL,NULL
86,Chief State Solicitors Office,87,NULL,-4.94,NULL,-17.55,https://attorneygeneral.ie/pub/CSSO_Gender_Pay_Gap_Report_December_2022.pdf,2022,22.51,23.42,-6.91,6.25,NULL,NULL,NULL,NULL,58.75,41.25,58.75,41.25,64.56,35.44,67.9,32.1,62.5,37.5,NULL
87,Children's Health Ireland,88,NULL,26.3,NULL,4.4,https://media.childrenshealthireland.ie/documents/CHI-Gender-Pay-Gap-Report-Final-2.pdf,2022,40.9,7.2,23.2,25.8,NULL,NULL,NULL,NULL,81.1,18.9,89.8,10.2,92.1,7.9,74.6,25.4,84.4,15.6,NULL
88,CRH: Roadstone,89,16,7,8,-1,https://www.crh.com/media/4368/roadstone-gender-pay-gap-report-2022.pdf,2022,-65,-67,8,8,88,95,12,36,20,80,10,90,22,78,11,89,16,84,NULL
89,Circle K,90,4.9,1.14,3.8,0.76,https://www.circlek.ie/2022-news/circle-k-retail-gender-pay-gap-reporting-2022,2022,1.36,0.72,NULL,NULL,66.7,60.9,11.3,8.1,53,47,53.4,46.6,52,48,46.3,53.7,NULL,NULL,NULL
90,Cisco,91,30.4,22,39.4,22.3,https://www.cisco.com/c/dam/global/en_uk/about/csr/irelandgenderpaygapreport-2022.pdf,2022,-2.6,15,3.6,0,93.1,92.6,94.3,92.6,29.3,70.7,29.3,70.7,19.6,80.4,16.1,83.9,26,74,NULL
91,Citco Fund Services (Ireland) Limited,92,41,19,33,11,https://www.citco.com/uploads/documents/regulatory-disclosures/Citco-Fund-Services-Ireland-Limited-Gender-Pay-Gap-Report-2022.pdf,2022,NULL,NULL,2,1,41,59,76,72,45,55,45,55,45,55,30,70,41,59,NULL
92,Citibank Europe Plc Ireland (CEP Ireland),93,26,15,24,15,https://www.citigroup.com/citi/about/countries-and-jurisdictions/data/IrelandGenderPayGapReport2022.pdf,2022,-8,-2,30,13,76,78,97,97,57,43,48,52,42,58,38,62,NULL,NULL,NULL
93,Clare County Council,94,NULL,-7.04,NULL,-15.73,https://www.clarecoco.ie/your-council/publications/gender-pay-gap-report-2022-49173.pdf,2022,-12.61,-2.12,7.38,11.07,NULL,NULL,NULL,NULL,31.6,68.4,30.8,69.2,41.6,58.4,46.8,53.2,38,62,NULL
94,Coca Cola Ireland,95,-31.2,-2.9,-10.9,-2.5,https://www.coca-cola.com/content/dam/onexp/ie/en/ireland-pay-gap/IrelandPayGap_2022_Final.pdf,2022,15.3,17,15.2,4.8,96.2,91.9,94.9,91,34.9,65.1,30.7,69.3,37.2,62.8,41.3,58.7,NULL,NULL,NULL
95,Cognizant,96,73.5,31.7,27.5,34.1,https://www.cognizant.com/content/dam/connectedassets/cognizant-global-marketing/marketing-channels/cognizant-dotcom/uk/en/documents/ireland-gender-pay-gap-report-2022.pdf,2022,-5,22,-4,-3,75,67,NULL,NULL,57,43,51,49,35,65,17,83,64,36,NULL
96,Coillte,97,21.6,-9.7,12.4,-5.32,https://www.coillte.ie/wp-content/uploads/2022/12/Coillte-Gender-Pay-Gap-Report.pdf,2022,-82.31,-138.3,-110.42,-103.67,86.4,64.42,100,100,8.85,91.15,40.52,59.48,33.94,66.06,27.43,72.57,28,72,NULL
97,Compass Ireland,98,35.7,10.71,49.3,9.76,https://www.compass-group.ie/media/xyyf0dhg/com_ireland_gender_pay_gap_report_final.pdf,2022,0,0.3,-7.8,-17.6,NULL,NULL,NULL,NULL,58.6,41.4,58.4,41.6,47.7,52.3,36.6,63.4,NULL,NULL,NULL
98,Concern,99,100,0.5,0,-0.7,https://admin.concern.net/sites/default/files/documents/2022-12/119%20Gender%20Gap%20Report%20%281%29.pdf,2022,-75,-83.4,5,1.1,NULL,NULL,NULL,NULL,57,43,37,63,49,41,49,51,48,52,NULL
99,Cook Medical,100,31.6,9.9,6.5,4.3,https://www.cookmedical.eu/wp-content/uploads/2022/12/CORP-D66779-A-EN-F_M3.pdf,2022,42.9,57.8,-0.7,0,90.3,88.7,89.5,88.7,50.6,49.4,59.5,40.5,57.8,42.2,44.7,55.3,53.16,46.83,NULL
100,Cork City Council,101,NULL,5.41,NULL,-7.55,https://www.corkcity.ie/en/council-services/public-info/publications/gender-pay-gap-report/gender-pay-gap-report.html?searchTermId=227175,2022,-0.72,-8.04,13.03,12.09,NULL,NULL,NULL,NULL,46.13,53.87,17.05,82.95,49.35,50.65,25.77,74.23,34,66,NULL
101,Cork County Council,102,NULL,1.29,NULL,-3.59,https://www.corkcoco.ie/sites/default/files/2022-12/cork-county-council-gender-pay-gap-report-2022.pdf,2022,-5.56,-0.94,25.26,13.93,NULL,NULL,NULL,NULL,33.38,66.62,32.3,67.7,41.8,58.2,35.55,64.45,65,35,NULL
102,Corrib Oil,103,-42,3.33,-6,-1.55,https://corriboil.com/h2-properties-ulc-gender-pay-gap-reporting-2022/,2022,-2.32,-0.25,0,0,41,77,0,0,59,41,67,33,73,27,65,35,65,35,NULL
103,CPL:  Computer Placement Limited,104,38,11,29,11,https://www.cpl.com/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBN0piTXc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--ca35dc9793161920774bc93d6516d94824180039/Cpl%20Gender%20Pay%20Gap%20Report%20-%20Ireland%202022.pdf,2022,-35,-23,NULL,NULL,65,71,12,11,81,19,68,32,67,33,58,42,69,31,NULL
104,CPL:  Flexible Talent Workforce,105,-1.4,-12,-9.4,-16,https://www.cpl.com/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBN0piTXc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--ca35dc9793161920774bc93d6516d94824180039/Cpl%20Gender%20Pay%20Gap%20Report%20-%20Ireland%202022.pdf,2022,NULL,NULL,NULL,NULL,16.3,8.8,8.05,9.83,33.66,66.34,43.29,56.71,49.47,50.53,55.75,44.25,55,45,NULL
105,Creganna Medical Ireland Limited,106,16.5,15.6,-7.1,4.4,https://www.te.com/content/dam/te-com/documents/about-te/corporate-responsibility/global/CregannaGenderPayGapReport2022.pdf,2022,-5.2,-4.8,-6.2,-2.5,92.7,91.8,79.9,73,44.5,55.5,40,60,41.7,58.3,25.5,74.5,NULL,NULL,NULL
106,CRH: CRH Group Services Limited,107,72.3,59,55.6,32,https://www.crh.com/media/4369/crh-group-services-gender-pay-gap-report-2022.pdf,2022,-64.4,-12.8,74.5,-106.4,85.4,89.5,19.5,39.5,54.9,45.1,60.4,39.6,38.5,61.5,26.4,73.6,15,85,NULL
107,CRH: Irish Cement,108,2,7,0,-7,https://www.crh.com/media/4367/irish-cement-gender-pay-gap-report-2022.pdf,2022,NULL,NULL,37,46,70,90,65,89,15,85,7,93,22,78,11,89,14,86,NULL
108,Currys Ireland Ltd,109,10.2,-1.6,-9.8,0.9,https://www.currysplc.com/media/avdj2x4b/currys-gender-pay-gap-2022-roi-v7.pdf,2022,-1.7,0.3,NULL,NULL,91.6,89.8,100,100,34.1,65.9,37.7,62.3,33.3,66.7,32.4,67.6,NULL,NULL,NULL
109,daa (Dublin Airport Authority),110,0,12.2,0,12.8,https://www.daa.ie/wp-content/uploads/2022/12/daa-Gender-Pay-Gap-Report-2022.pdf,2022,-0.4,-1.2,-22.5,-12.5,0,0,91.9,92.6,48.5,51.5,39.7,60.3,34.7,65.3,29.4,70.6,NULL,NULL,NULL
110,Dairygold,111,42.5,12.3,38.3,13.2,https://www.dairygold.ie/wp-content/uploads/2022/12/2022-Gender-Pay-Gap-Report.pdf,2022,-38.1,-13,7,3,43,28.4,83,87,33.5,66.5,38.2,61.8,25,75,24.6,75.4,30,70,NULL
111,Dalata Hotel Group,112,36.4,7.8,27.1,4,https://dalatahotelgroup.com/wp-content/uploads/2023/08/Gender-Pay-Gap-Report-2022.pdf,2022,2.9,0.6,NULL,NULL,6,4.8,1.1,1.1,63,37,60,40,54,46,45,55,NULL,NULL,NULL
112,Danone Ireland,113,NULL,2.01,NULL,6.66,https://www.danone.ie/content/dam/corp/local/gbr/irl/Danone%20IRELAND%20Gender%20Pay%20Gap%20Report%202022_Final.pdf,2022,26.43,-16.32,31.42,35.94,67.78,92.54,0,0,50.25,49.75,18.5,81.5,18.91,81.09,31.5,68.5,NULL,NULL,NULL
113,Davy,114,68.4,47.9,52.3,29.4,https://www.davy.ie/binaries/content/assets/davy/legal/disclosures/2022/davy_gender-pay-gap_2022_report.pdf,2022,39.2,58.6,26.6,-0.3,86.3,89.8,88,91,51,49,55,45,43,57,21,79,43,57,NULL
114,Dell Technologies Ireland: Dell Products,115,33.1,15,14.3,9.1,https://www.delltechnologies.com/asset/en-ie/solutions/business-solutions/briefs-summaries/gender-pay-gap-report-ireland-2021-22.pdf,2022,49.5,45.9,2.44,0.7,90.2,94.4,92,95.5,42.3,57.5,34.6,65.4,31.9,68.1,27.8,72.2,67,33,NULL
115,Dell Technologies Ireland: EMC International ,116,25.6,11.4,26.8,11.7,https://www.delltechnologies.com/asset/en-ie/solutions/business-solutions/briefs-summaries/gender-pay-gap-report-ireland-2021-22.pdf,2022,-154.7,-122.6,-4.3,-23.1,94.3,96.3,93.9,96.9,42.3,57.7,30.3,69.7,26.5,73.5,25.4,74.6,67,33,NULL
116,Deloitte Ireland (excluding partners),117,12.8,7.47,0,7.81,https://www2.deloitte.com/ie/en/pages/about-deloitte/articles/2022-gender-pay-gap.html,2022,17.32,42.45,1.41,1.54,58,56,57,53,49.62,50.38,53.18,46.82,50.83,49.17,44.04,55.96,47,53,NULL
117,Dental Care Ireland,118,NULL,16,NULL,-4,https://www.dentalcareireland.ie/wp-content/uploads/2022/12/dci-gender-pay-gap-report.pdf,2022,-85,-36,NULL,NULL,NULL,NULL,100,100,99,1,99,1,96,4,99,1,98,2,NULL
118,"Department of Agriculture, Food & Marine",119,NULL,9.5,NULL,12.7,https://www.gov.ie/en/publication/fa24b-dafm-gender-pay-gap-report-2022/,2022,8.24,10.89,-27.9,0,NULL,NULL,NULL,NULL,46,54,61.52,38.48,45.63,54.37,37.83,62.17,47.85,52.15,NULL
119,Department of Education,120,NULL,4.96,NULL,6.43,https://www.gov.ie/en/publication/15287-department-of-education-gender-pay-gap-report-2022/,2022,1.33,8.87,1.67,-1.75,NULL,NULL,NULL,NULL,71.5,28.5,80.34,19.66,67.17,32.83,71.11,28.89,72.55,27.45,NULL
120,"Department of Enterprise, Trade and Employment",121,NULL,10.6,NULL,19.6,https://enterprise.gov.ie/en/publications/publication-files/report-on-the-gender-pay-gap-in-dete-2022.pdf,2022,19.62,7.12,-2.53,-5.87,NULL,NULL,NULL,NULL,65.43,34.57,58.4,41.6,51.65,59.5,48.35,51.65,58,42,NULL
121,Department of Finance,122,NULL,12.28,NULL,3.08,https://www.gov.ie/en/publication/51f6a-department-of-finance-gender-pay-report-2022/,2022,42.04,45.34,NULL,NULL,NULL,NULL,4.3,2.2,46.25,53.75,41.98,58.02,50.63,49.37,35.8,64.2,43.61,56.39,NULL
122,Department of Health,124,NULL,6.75,NULL,3.45,https://www.gov.ie/en/publication/2ca65-gender-pay-gap-report-december-2022/,2022,-16.55,-18.87,NULL,NULL,NULL,NULL,NULL,NULL,55.97,44.03,55.35,44.65,54.43,45.57,50.31,49.69,57,43,NULL
123,"Department of Justice and the
Probation Service: Probation Service",126,NULL,-1,NULL,1,https://www.gov.ie/en/publication/6787e-report-on-the-gender-pay-gap-department-of-justice-and-the-probation-service-2022/,2022,9.59,0,NULL,NULL,NULL,NULL,NULL,NULL,70,30,80,20,74,26,74,26,75,25,NULL
124,"Department of Justice and the
Probation Service: the Department",127,NULL,5,NULL,1,https://www.gov.ie/en/publication/6787e-report-on-the-gender-pay-gap-department-of-justice-and-the-probation-service-2022/,2022,10.51,17.86,NULL,NULL,NULL,NULL,NULL,NULL,59,41,50,50,56,44,51,49,54,46,NULL
125,Department of Public Expenditure and Reform,128,NULL,5.71,NULL,-2,https://www.gov.ie/en/publication/37d8e-department-of-public-expenditure-and-reform-gender-pay-gap-report-2022/,2022,-33.29,-20.87,-0.08,0,NULL,NULL,NULL,NULL,53.76,46.24,45.35,54.65,55.49,44.51,46.82,53.18,0,0,NULL
126,Department of Social Protection,129,NULL,5.52,NULL,1.22,https://www.gov.ie/en/publication/7367d-report-on-the-gender-pay-gap-department-of-social-protection-2022/,2022,-6.36,-1.51,-2.13,-2.73,NULL,NULL,NULL,NULL,65.32,34.68,73.53,26.47,73.29,26.71,63.69,36.31,69,31,NULL
127,"Department of the Environment, Climate and Communications",130,NULL,12.1,NULL,16,https://www.gov.ie/en/publication/fff69-gender-pay-gap-report/,2022,7.37,12.65,NULL,NULL,NULL,NULL,NULL,NULL,50.85,49.2,59.8,40.2,47.2,52.8,35,65,47.76,52.23,NULL
128,Department of the Taoiseach,131,NULL,8.82,NULL,1.65,https://www.gov.ie/en/publication/d3daa-department-of-the-taoiseach-gender-pay-gap-report-2022/,2022,4.21,0.22,NULL,NULL,NULL,NULL,NULL,NULL,48.3,51.7,72.1,27.9,71.2,28.8,49.2,50.8,60.2,39.8,NULL
129,"Department of Tourism, Culture, Arts, Gaeltacht, Sport and Media",132,NULL,4.73,NULL,-2.13,https://www.gov.ie/en/publication/fd611-report-on-gender-pay-gap-department-of-tourism-culture-arts-gaeltacht-sport-and-media/,2022,12.01,0.33,3.4,3.6,NULL,NULL,NULL,NULL,56.44,43.56,60.58,39.42,65.35,34.65,53.4,46.6,58.92,41.08,NULL
130,Department of Transport,133,NULL,20.42,NULL,20.79,https://www.gov.ie/en/publication/1cefa-report-on-the-gender-pay-gap-department-of-transport/,2022,7.02,27.77,NULL,NULL,NULL,NULL,NULL,NULL,51,49,59,41,48,52,31,69,47.17,52.83,NULL
131,Depaul,134,NULL,0.23,NULL,0.57,https://ie.depaulcharity.org/wp-content/uploads/sites/2/2022/12/Depaul-Gender-Pay-Gap-Report-2022.pdf,2022,3.6,3.7,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,63,37,NULL
132,DHL Express Ireland,135,52,22,25,22,https://web.archive.org/web/20230404021043/https://www.dhl.com/content/dam/dhl/local/ie/core/documents/pdf/ie-gender-pay-gap.pdf,2022,0.5,13,NULL,NULL,96,99,47,57,70,30,53,47,37,63,25,75,NULL,NULL,NULL
133,Diageo Republic of Ireland,136,-14.6,3.7,-9.4,8.2,https://media.diageocms.com/diageo-corporate-media/media/ddbnrtrd/roi-gender-pay-gap-report-2022.pdf,2022,-114.1,-109.9,1.2,0,78.9,83.3,100,100,45.5,54.5,41.4,58.6,36.1,63.9,36.6,63.4,39.9,60.1,NULL
134,Donegal County Council,137,NULL,0,NULL,-11.04,https://www.donegalcoco.ie/media/donegalcountyc/mediahub/documents/Donegal%20County%20Council%20-%20Gender%20Pay%20Gap%20Report%202022.pdf,2022,-10.23,-9.12,11.4,10.87,NULL,NULL,NULL,NULL,27.27,72.73,18.01,81.99,38.51,61.49,32.69,67.31,29,71,NULL
